age_group,arrest_boro,arrest_date,arrest_key,arrest_precinct,jurisdiction_code,ky_cd,latitude,law_cat_cd,law_code,longitude,ofns_desc,pd_cd,pd_desc,perp_race,perp_sex,x_coord_cd,y_coord_cd,year,month,PDCODE_VALUE.y,CATEGORY.y,LIT_LONG.y,LIT_SHORT.y,MP_Mis,MP_Fel,MS_Mis,MS_Fel,CSP_Mis,CSP_Fel,CSS_Fel,CSIS_Fel,School
45-64,S,3/16/16,151276666,121,0,117,40.60683937,F,PL 2201601,-74.12969943,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,948237,160388,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
45-64,S,3/16/16,151278118,120,0,235,40.6344736,M,PL 22003,-74.07858456,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,F,962439,170439,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/16/16,151280453,120,0,235,40.62735902,M,PL 22003,-74.07870227,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962404,167847,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/16/16,151267387,121,0,235,40.63676784,M,PL 2211001,-74.13513334,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,946745,171294,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/15/16,151242108,120,0,235,40.61622844,M,PL 22140,-74.08323478,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK,M,961142,163793,2016,3,569,M,CRIM SALE MARIHUANA-4TH       ,SALE MARIJNA 4 ,0,0,1,0,0,0,0,0,0
18-24,S,3/15/16,151248113,121,0,117,40.63571903,F,PL 2201601,-74.1306419,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,F,947991,170910,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,3/15/16,151248114,121,0,117,40.63571903,F,PL 2201601,-74.1306419,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,947991,170910,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/15/16,151235497,120,0,235,40.63386604,M,PL 2211001,-74.12595813,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,949290,170233,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/15/16,151246113,121,0,117,40.63571903,F,PL 2201601,-74.1306419,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,F,947991,170910,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,3/15/16,151244870,121,0,117,40.63571903,F,PL 2201601,-74.1306419,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,F,947991,170910,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,3/15/16,151243617,120,0,235,40.63933438,M,PL 2211001,-74.09013485,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,959235,172213,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/15/16,151248116,121,0,235,40.58739192,M,PL 2211001,-74.1910445,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,F,931188,153334,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/15/16,151235499,123,0,235,40.51913451,M,PL 22003,-74.19713647,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,929440,128470,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/14/16,151213190,120,0,235,40.6173251,M,PL 2211001,-74.0771704,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,962826,164191,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/13/16,151161251,120,0,235,40.64502275,M,PL 22003,-74.07721685,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,962822,174282,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/13/16,151168270,120,0,117,40.63690228,F,PL 2200601,-74.0868492,DANGEROUS DRUGS,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",BLACK,M,960146,171326,2016,3,510,F,CPCS-5TH:WITH INTENT TO SELL  ,CPCS-5         ,0,0,0,0,0,0,0,1,0
18-24,S,3/13/16,151163155,121,0,117,40.63217333,F,PL 2200907,-74.16633142,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",HISPANIC,M,938083,169635,2016,3,505,F,CPCS-4TH:HALLUCINOGENIC SUBST ,CPCS-4         ,0,0,0,0,0,1,0,0,0
18-24,S,3/12/16,151160002,122,0,117,40.56183397,F,PL 2201601,-74.11575952,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,952086,143986,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,3/12/16,151159016,120,0,235,40.64075492,M,PL 22003,-74.07674709,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,962951,172727,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/12/16,151160003,122,0,117,40.56183397,F,PL 2201601,-74.11575952,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,952086,143986,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
45-64,S,3/12/16,151158241,120,0,235,40.61495782,M,PL 22003,-74.08665136,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,960193,163331,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/12/16,151160149,121,0,117,40.64076129,F,PL 2201601,-74.17042091,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,936954,172766,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/12/16,151160001,122,0,117,40.56183397,F,PL 2201601,-74.11575952,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,952086,143986,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/12/16,151144543,123,0,235,40.56524596,M,PL 2211001,-74.18139653,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,933851,145260,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/12/16,151158240,121,0,235,40.6381834,M,PL 22140,-74.13104667,DANGEROUS DRUGS,569,"MARIJUANA, SALE 4 & 5",BLACK,M,947880,171808,2016,3,569,M,CRIM SALE MARIHUANA-4TH       ,SALE MARIJNA 4 ,0,0,1,0,0,0,0,0,0
25-44,S,3/11/16,151135519,121,0,117,40.62322682,F,PL 22120,-74.14922697,DANGEROUS DRUGS,568,"MARIJUANA, POSSESSION 1, 2 & 3",HISPANIC,M,942825,166367,2016,3,568,F,CRIM POSS MARIHUANA-3RD: >8 OZ,POS MARIHUANA-3,0,1,0,0,0,0,0,0,0
25-44,S,3/11/16,151135516,121,0,117,40.62322682,F,PL 22120,-74.14922697,DANGEROUS DRUGS,568,"MARIJUANA, POSSESSION 1, 2 & 3",BLACK,M,942825,166367,2016,3,568,F,CRIM POSS MARIHUANA-3RD: >8 OZ,POS MARIHUANA-3,0,1,0,0,0,0,0,0,0
18-24,S,3/11/16,151135518,121,0,117,40.62322682,F,PL 22120,-74.14922697,DANGEROUS DRUGS,568,"MARIJUANA, POSSESSION 1, 2 & 3",BLACK,M,942825,166367,2016,3,568,F,CRIM POSS MARIHUANA-3RD: >8 OZ,POS MARIHUANA-3,0,1,0,0,0,0,0,0,0
25-44,S,3/11/16,151131282,123,0,235,40.50176159,M,PL 22003,-74.23814177,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,918022,122169,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/11/16,151136418,120,0,235,40.63162888,M,PL 2211001,-74.07616736,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,963109,169402,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/11/16,151113581,121,0,235,40.60677097,M,PL 22003,-74.16582516,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,938206,160380,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/11/16,151130141,123,0,235,40.50176159,M,PL 22003,-74.23814177,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,918022,122169,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/11/16,151128916,120,0,235,40.64005962,M,PL 2211001,-74.08935033,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,959453,172477,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/11/16,151130142,123,0,117,40.50176159,F,PL 2201601,-74.23814177,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,F,918022,122169,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
45-64,S,3/11/16,151136419,120,0,235,40.63574629,M,PL 22003,-74.08373472,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",HISPANIC,M,961010,170904,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,3/11/16,151136420,120,0,235,40.63574629,M,PL 22003,-74.08373472,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,961010,170904,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/11/16,151128917,120,0,235,40.64005962,M,PL 2211001,-74.08935033,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,959453,172477,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/10/16,151109657,121,0,117,40.58833921,F,PL 2201601,-74.19248738,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,M,930788,153680,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,3/10/16,151091345,120,0,235,40.63338178,M,PL 2211001,-74.11934237,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,951126,170054,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,3/10/16,151104706,122,0,235,40.59366513,M,PL 22003,-74.08089499,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,961784,155572,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/10/16,151102165,121,0,117,40.63736342,F,PL 2201602,-74.14852356,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,M,943029,171517,2016,3,503,F,CPCS-3RD:INT/SELL PREV CONV   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/10/16,151109658,121,0,117,40.58833921,F,PL 2201601,-74.19248738,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,F,930788,153680,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,3/10/16,151106207,120,0,235,40.63416955,M,PL 2211001,-74.12193786,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,950406,170342,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,3/10/16,151098843,121,0,117,40.63119966,F,PL 2203901,-74.14115665,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",BLACK,M,945070,169268,2016,3,515,F,CSCS-3RD:NARCOTIC DRUG        ,CSCS-3         ,0,0,0,0,0,0,1,0,0
25-44,S,3/10/16,151102166,121,0,117,40.63736342,F,PL 2201602,-74.14852356,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",HISPANIC,M,943029,171517,2016,3,503,F,CPCS-3RD:INT/SELL PREV CONV   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/10/16,151100662,123,0,235,40.55485998,M,PL 22003,-74.16852484,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,937420,141469,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,3/10/16,151100663,120,0,117,40.62862413,F,PL 2200901,-74.12786121,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",WHITE,M,948759,168324,2016,3,505,F,CRIM POSS NARCO DRUG-4TH      ,CPCS-4         ,0,0,0,0,0,1,0,0,0
18-24,S,3/10/16,151096732,121,0,235,40.63597186,M,PL 22003,-74.14848443,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,943039,171010,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/10/16,151096734,120,0,235,40.63477004,M,PL 22003,-74.11453854,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,952460,170558,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/9/16,151070412,120,0,235,40.64134611,M,PL 2211002,-74.08682976,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,960153,172945,2016,3,567,M,CRIM POSS MARIHUANA-5TH: >25GR,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,3/9/16,151072953,120,0,235,40.6235958,M,PL 22003,-74.08277206,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,961273,166477,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/9/16,151070413,120,0,235,40.64134611,M,PL 2211002,-74.08682976,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,960153,172945,2016,3,567,M,CRIM POSS MARIHUANA-5TH: >25GR,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
45-64,S,3/9/16,151074199,120,1,235,40.6235958,M,PL 22003,-74.08277206,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,961273,166477,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/9/16,151068769,121,0,117,40.5974477,F,PL 2201601,-74.16714875,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,937832,156984,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/9/16,151072952,122,0,117,40.56143808,F,PL 2201601,-74.14530643,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,943876,143854,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
45-64,S,3/8/16,151030910,123,0,235,40.54135118,M,PL 22003,-74.21542537,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,924375,136576,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/8/16,151040750,121,0,235,40.63770838,M,PL 22003,-74.13357871,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",BLACK,M,947177,171636,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,3/8/16,151040753,120,0,117,40.60703705,F,PL 22031,-74.07799044,DANGEROUS DRUGS,521,"CONTROLLED SUBSTANCE, SALE 5",WHITE,M,962595,160443,2016,3,521,F,CRIM SALE CONTRL SUBST-5TH    ,CSCS-5         ,0,0,0,0,0,0,1,0,0
25-44,S,3/8/16,151040752,120,0,235,40.60703705,M,PL 22003,-74.07799044,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,962595,160443,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/8/16,151021481,121,0,117,40.63898418,F,PL 2200603,-74.17125231,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",HISPANIC,M,936722,172119,2016,3,507,F,CRIM POSS CONTRL SUBST-5TH    ,CPCS-5         ,0,0,0,0,0,1,0,0,0
18-24,S,3/7/16,151004766,120,0,235,40.61549122,M,PL 2211001,-74.08165623,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,961580,163524,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/7/16,150993669,122,0,235,40.56392491,M,PL 22045,-74.11636419,DANGEROUS DRUGS,509,POSSESSION HYPODERMIC INSTRUMENT,WHITE,M,951919,144748,2016,3,509,M,POSSESSION HYPODERMIC INSTRUMT,POSS HYPO INST ,0,0,0,0,0,0,0,0,0
18-24,S,3/7/16,150997458,120,0,117,40.64502275,F,PL 2203901,-74.07721685,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",BLACK,M,962822,174282,2016,3,515,F,CSCS-3RD:NARCOTIC DRUG        ,CSCS-3         ,0,0,0,0,0,0,1,0,0
25-44,S,3/7/16,151001180,120,0,117,40.61730362,F,PL 2201601,-74.0804806,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,961907,164184,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/5/16,150952937,123,0,235,40.55349167,M,PL 22003,-74.19213509,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,930858,140984,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
18-24,S,3/5/16,150955278,122,0,235,40.5569583,M,PL 2205002,-74.13885135,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",WHITE,M,945667,142219,2016,3,508,M,CRIM USE DRUG PAR-2ND:PACKAGE ,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
25-44,S,3/5/16,150952155,121,0,235,40.63402572,M,PL 2211001,-74.13044403,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",HISPANIC,M,948045,170293,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/5/16,150952159,121,0,117,40.63557563,F,PL 2200906,-74.13826191,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",WHITE,M,945876,170861,2016,3,505,F,CPCS-4TH:HALLUCINOGEN         ,CPCS-4         ,0,0,0,0,0,1,0,0,0
45-64,S,3/5/16,150952160,123,0,235,40.5507976,M,PL 22003,-74.20097223,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,928400,140008,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/5/16,150952158,121,0,117,40.63557563,F,PL 2200906,-74.13826191,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",BLACK,M,945876,170861,2016,3,505,F,CPCS-4TH:HALLUCINOGEN         ,CPCS-4         ,0,0,0,0,0,1,0,0,0
45-64,S,3/5/16,150952942,122,0,235,40.54881938,M,PL 22003,-74.1543323,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,941360,139261,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,3/5/16,150952941,123,0,117,40.54996822,F,PL 2201601,-74.19323685,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",WHITE,M,930549,139701,2016,3,503,F,CPCS-3RD:NARC DRUG INT/SELL   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
25-44,S,3/4/16,150933743,121,0,235,40.6215698,M,PL 22003,-74.16848434,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,937478,165773,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/4/16,150930407,122,0,235,40.6012124,M,PL 22045,-74.06507723,DANGEROUS DRUGS,509,POSSESSION HYPODERMIC INSTRUMENT,WHITE,M,966179,158318,2016,3,509,M,POSSESSION HYPODERMIC INSTRUMT,POSS HYPO INST ,0,0,0,0,0,0,0,0,0
45-64,S,3/4/16,150933741,121,0,117,40.62055594,F,PL 2203901,-74.16918781,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",HISPANIC,M,937282,165404,2016,3,515,F,CSCS-3RD:NARCOTIC DRUG        ,CSCS-3         ,0,0,0,0,0,0,1,0,0
25-44,S,3/4/16,150933744,121,0,235,40.6215698,M,PL 22003,-74.16848434,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,937478,165773,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
45-64,S,3/4/16,150933740,121,0,235,40.58673734,M,PL 22003,-74.15551444,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,941056,153076,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/3/16,150904849,122,0,117,40.59318373,F,PL 2200603,-74.08238869,DANGEROUS DRUGS,507,"CONTROLLED SUBSTANCE, POSSESSION 5",WHITE,M,961369,155397,2016,3,507,F,CRIM POSS CONTRL SUBST-5TH    ,CPCS-5         ,0,0,0,0,0,1,0,0,0
25-44,S,3/3/16,150879334,121,0,117,40.63739723,F,PL 2201602,-74.12964353,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",BLACK,M,948269,171521,2016,3,503,F,CPCS-3RD:INT/SELL PREV CONV   ,CPCS-3         ,0,0,0,0,0,0,0,1,0
18-24,S,3/3/16,150900927,120,0,117,40.63824058,F,PL 2203901,-74.11615149,DANGEROUS DRUGS,515,"CONTROLLED SUBSTANCE,SALE 3",HISPANIC,M,952014,171823,2016,3,515,F,CSCS-3RD:NARCOTIC DRUG        ,CSCS-3         ,0,0,0,0,0,0,1,0,0
45-64,S,3/3/16,150879335,121,0,235,40.63807818,M,PL 22003,-74.13184275,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,M,947659,171770,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
25-44,S,3/3/16,150900929,121,0,117,40.62562246,F,PL 2200907,-74.16375376,DANGEROUS DRUGS,505,"CONTROLLED SUBSTANCE, POSSESSION 4",HISPANIC,M,938794,167247,2016,3,505,F,CPCS-4TH:HALLUCINOGENIC SUBST ,CPCS-4         ,0,0,0,0,0,1,0,0,0
18-24,S,3/3/16,150900928,120,0,235,40.63824058,M,PL 2205002,-74.11615149,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2",HISPANIC,M,952014,171823,2016,3,508,M,CRIM USE DRUG PAR-2ND:PACKAGE ,USE DRUG PARA-2,0,0,0,0,0,0,0,0,0
<18,S,3/3/16,150906193,121,0,235,40.60849781,M,PL 2211001,-74.15776566,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",WHITE,M,940445,161005,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
25-44,S,3/2/16,150838541,120,0,235,40.64005664,M,PL 2211001,-74.07837494,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",BLACK,M,962499,172473,2016,3,567,M,CRIM POSS MARIHUANA-5TH:PUBLIC,POS MARIHUANA-5,1,0,0,0,0,0,0,0,0
18-24,S,3/2/16,150857138,123,0,235,40.51913451,M,PL 22003,-74.19713647,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSION 7",WHITE,F,929440,128470,2016,3,511,M,CRIM POSS CONTRL SUBST-7TH    ,CPCS-7         ,0,0,0,0,1,0,0,0,0
