"","age_group","arrest_boro","arrest_date","arrest_key","arrest_precinct","jurisdiction_code","ky_cd","latitude","law_cat_cd","law_code","longitude","ofns_desc","pd_cd","pd_desc","perp_race","perp_sex","x_coord_cd","y_coord_cd","year","month"
"1243","18-24","S",2017-05-05,164490790,123,0,235,40.498905363,"M","PL 2200300",-74.24153665,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",917075,121131,2017,5
"1244","18-24","S",2017-05-05,164488556,121,0,235,40.637609478,"M","PL 2200300",-74.133654174,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",947156,171600,2017,5
"1245","25-44","S",2017-05-05,164488558,121,0,235,40.602149716,"M","PL 2200300",-74.14034979,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",945277,158684,2017,5
"1246","25-44","S",2017-05-05,164469822,121,0,117,40.591574485,"F","PL 2201601",-74.15287206,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",941793,154837,2017,5
"1247","18-24","S",2017-05-05,164488557,121,0,117,40.637609478,"F","PL 2203901",-74.133654174,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","WHITE","M",947156,171600,2017,5
"1248","18-24","S",2017-05-05,164457689,120,0,117,40.617303617,"F","PL 2201608",-74.080480597,"DANGEROUS DRUGS",502,"CONTROLLED SUBSTANCE,POSSESS 3","BLACK","M",961907,164184,2017,5
"1249","18-24","S",2017-05-05,164496478,121,0,235,40.637645444,"M","PL 2214000",-74.161257502,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",939495,171626,2017,5
"1250","25-44","S",2017-05-05,164468682,121,0,117,40.591574485,"F","PL 2201601",-74.15287206,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",941793,154837,2017,5
"1251","45-64","S",2017-05-05,164483109,120,0,235,40.639663313,"M","PL 2200300",-74.075506334,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",963295,172329,2017,5
"1252","25-44","S",2017-05-05,164492190,122,0,235,40.556981017,"M","PL 2200300",-74.169001623,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",937289,142242,2017,5
"1253","45-64","S",2017-05-04,164453441,120,0,117,40.637053606,"F","PL 2201601",-74.082637425,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","F",961315,171380,2017,5
"1254","45-64","S",2017-05-04,164453442,120,0,117,40.637053606,"F","PL 2201601",-74.082637425,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",961315,171380,2017,5
"1255","25-44","S",2017-05-04,164451865,120,0,117,40.637053606,"F","PL 2201601",-74.082637425,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",961315,171380,2017,5
"1256","18-24","S",2017-05-04,164447708,120,0,235,40.645022746,"M","PL 2214000",-74.077216847,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",962822,174282,2017,5
"1257","25-44","S",2017-05-03,164382282,122,0,235,40.573615101,"M","PL 2205001",-74.125812108,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","WHITE","M",949299,148282,2017,5
"1258","25-44","S",2017-05-03,164393562,121,0,117,40.638524886,"F","PL 2201601",-74.130045667,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",948158,171932,2017,5
"1259","25-44","S",2017-05-02,164364702,123,0,117,40.525421752,"F","PL 2200601",-74.200964277,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","WHITE","M",928381,130763,2017,5
"1260","25-44","S",2017-05-01,164318428,120,0,117,40.615526415,"F","PL 2201601",-74.0860902,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","F",960349,163538,2017,5
"1261","25-44","S",2017-05-01,164318427,120,0,235,40.615526415,"M","PL 2211500",-74.0860902,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","F",960349,163538,2017,5
"1262","18-24","S",2017-05-01,164320606,120,0,235,40.62659188,"M","PL 2211001",-74.076633534,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",962978,167567,2017,5
"1263","18-24","S",2017-05-01,164318432,120,0,117,40.615526415,"F","PL 2201601",-74.0860902,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",960349,163538,2017,5
"1264","25-44","S",2017-05-01,164318429,120,0,117,40.615526415,"F","PL 2201601",-74.0860902,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",960349,163538,2017,5
"1265","25-44","S",2017-05-01,164318430,120,0,117,40.615526415,"F","PL 2201601",-74.0860902,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",960349,163538,2017,5
"1266","25-44","S",2017-05-01,164318431,120,0,117,40.615526415,"F","PL 2201601",-74.0860902,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",960349,163538,2017,5
"1267","25-44","S",2017-04-30,164296967,120,0,235,40.645022746,"M","PL 2205002",-74.077216847,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","BLACK","F",962822,174282,2017,4
"1268","25-44","S",2017-04-30,164286662,120,0,235,40.609086274,"M","PL 2211001",-74.083521197,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",961060,161191,2017,4
"1269","45-64","S",2017-04-30,164294960,121,0,235,40.621569799,"M","PL 2211001",-74.168484344,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","F",937478,165773,2017,4
"1270","18-24","S",2017-04-30,164296938,120,0,235,40.610733812,"M","PL 2205002",-74.086343337,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","BLACK","M",960277,161792,2017,4
"1271","25-44","S",2017-04-30,164294230,120,0,117,40.64173826,"F","PL 2201601",-74.075678037,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",963248,173085,2017,4
"1272","18-24","S",2017-04-29,164274871,121,0,235,40.591393732,"M","PL 2200300",-74.186094326,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",932566,154789,2017,4
"1273","25-44","S",2017-04-29,164258354,121,0,117,40.637202924,"F","PL 2201601",-74.149521251,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",942752,171459,2017,4
"1274","25-44","S",2017-04-29,164274872,121,0,235,40.591393732,"M","PL 2200300",-74.186094326,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",932566,154789,2017,4
"1275","25-44","S",2017-04-29,164275742,121,0,117,40.637708378,"F","PL 2201601",-74.133578707,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",947177,171636,2017,4
"1276","45-64","S",2017-04-29,164276720,120,0,235,40.643163812,"M","PL 2200300",-74.09957008,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",956618,173611,2017,4
"1277","25-44","S",2017-04-29,164258567,120,0,235,40.626351001,"M","PL 2200300",-74.130692006,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",947972,167497,2017,4
"1278","25-44","S",2017-04-29,164258356,121,0,117,40.637202924,"F","PL 2201601",-74.149521251,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",942752,171459,2017,4
"1279","25-44","S",2017-04-28,164251165,121,0,235,40.638418826,"M","PL 2214000",-74.131591203,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",947729,171894,2017,4
"1280","18-24","S",2017-04-28,164247887,120,0,678,40.637768766,"V","PL 2210500",-74.076480627,"MISCELLANEOUS PENAL LAW",566,"MARIJUANA, POSSESSION","WHITE","M",963024,171639,2017,4
"1281","25-44","S",2017-04-27,164183892,122,0,235,40.598566729,"M","PL 2200300",-74.081761565,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","F",961545,157358,2017,4
"1282","45-64","S",2017-04-27,164220844,120,0,117,40.637222738,"F","PL 2201601",-74.115677715,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",952145,171452,2017,4
"1283","45-64","S",2017-04-26,164175776,121,0,117,40.624998356,"F","PL 2201601",-74.144025459,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",944270,167010,2017,4
"1284","25-44","S",2017-04-26,164154107,120,0,117,40.644229221,"F","PL 2201601",-74.092480099,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",958586,173997,2017,4
"1285","18-24","S",2017-04-26,164181069,121,0,235,40.630230411,"M","PL 2211001",-74.162215913,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","F",939224,168925,2017,4
"1286","25-44","S",2017-04-26,164164130,120,0,117,40.635943901,"F","PL 2201601",-74.075848012,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",963199,170974,2017,4
"1287","45-64","S",2017-04-26,164154110,120,0,117,40.644229221,"F","PL 2201601",-74.092480099,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","F",958586,173997,2017,4
"1288","25-44","S",2017-04-26,164168232,121,0,117,40.623226819,"F","PL 2201601",-74.149226973,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","UNKNOWN","M",942825,166367,2017,4
"1289","45-64","S",2017-04-26,164175775,121,0,235,40.624998356,"M","PL 2200300",-74.144025459,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",944270,167010,2017,4
"1290","45-64","S",2017-04-25,164140465,123,0,235,40.51913451,"M","PL 2200300",-74.197136465,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",929440,128470,2017,4
"1291","18-24","S",2017-04-25,164140463,121,0,235,40.579982651,"M","PL 2211001",-74.159314687,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",939996,150617,2017,4
"1292","45-64","S",2017-04-25,164142663,122,0,235,40.566392819,"M","PL 2200300",-74.101550407,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",956036,145642,2017,4
"1293","45-64","S",2017-04-25,164140461,123,0,235,40.51913451,"M","PL 2200300",-74.197136465,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",929440,128470,2017,4
"1294","25-44","S",2017-04-25,164123080,120,0,235,40.644120731,"M","PL 2211001",-74.079745413,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",962120,173954,2017,4
"1295","25-44","S",2017-04-24,164093950,120,0,117,40.613214009,"F","PL 2201601",-74.062625318,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",966863,162690,2017,4
"1296","18-24","S",2017-04-24,164096501,120,0,117,40.623595801,"F","PL 2200601",-74.082772059,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","M",961273,166477,2017,4
"1297","25-44","S",2017-04-24,164093948,120,0,117,40.613214009,"F","PL 2201601",-74.062625318,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",966863,162690,2017,4
"1298","25-44","S",2017-04-24,164093947,120,0,117,40.613214009,"F","PL 2201601",-74.062625318,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",966863,162690,2017,4
"1299","25-44","S",2017-04-24,164096309,120,0,235,40.62558843,"M","PL 2200300",-74.078999181,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",962321,167202,2017,4
"1300","25-44","S",2017-04-24,164093949,120,0,117,40.613214009,"F","PL 2201601",-74.062625318,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",966863,162690,2017,4
"1301","65+","S",2017-04-24,164093946,120,0,235,40.613214009,"M","PL 2200300",-74.062625318,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",966863,162690,2017,4
"1302","65+","S",2017-04-24,164093945,120,0,235,40.613214009,"M","PL 2200300",-74.062625318,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",966863,162690,2017,4
"1303","25-44","S",2017-04-23,164062263,120,0,235,40.608502014,"M","PL 2211500",-74.070677478,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",964626,160975,2017,4
"1304","18-24","S",2017-04-23,164044367,120,0,235,40.623848889,"M","PL 2211001",-74.081979859,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961493,166569,2017,4
"1305","25-44","S",2017-04-23,164062093,121,0,235,40.611951211,"M","PL 2200300",-74.159434202,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",939984,162264,2017,4
"1306","25-44","S",2017-04-23,164062089,121,0,235,40.611951211,"M","PL 2200300",-74.159434202,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",939984,162264,2017,4
"1307","18-24","S",2017-04-23,164062087,120,0,235,40.630176232,"M","PL 2211001",-74.113554329,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","F",952731,168884,2017,4
"1308","25-44","S",2017-04-23,164062086,121,0,235,40.611951211,"M","PL 2200300",-74.159434202,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",939984,162264,2017,4
"1309","25-44","S",2017-04-23,164062091,121,0,235,40.611951211,"M","PL 2200300",-74.159434202,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",939984,162264,2017,4
"1310","25-44","S",2017-04-23,164062088,121,0,235,40.611951211,"M","PL 2200300",-74.159434202,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",939984,162264,2017,4
"1311","45-64","S",2017-04-23,164062084,120,0,235,40.624981386,"M","PL 2200300",-74.08351227,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",961068,166982,2017,4
"1312","18-24","S",2017-04-22,164043871,120,0,235,40.621415599,"M","PL 2211001",-74.080078505,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",962020,165682,2017,4
"1313","18-24","S",2017-04-22,164043870,120,0,235,40.621415599,"M","PL 2211001",-74.080078505,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",962020,165682,2017,4
"1314","25-44","S",2017-04-22,164041334,120,0,235,40.639536936,"M","PL 2211002",-74.087303024,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",960021,172286,2017,4
"1315","18-24","S",2017-04-21,164012951,122,0,235,40.585895052,"M","PL 2211001",-74.094667501,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",957956,152745,2017,4
"1316","25-44","S",2017-04-21,164008038,121,0,235,40.61793165,"M","PL 2200300",-74.155778023,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",941003,164441,2017,4
"1317","25-44","S",2017-04-21,164022428,121,0,235,40.637495423,"M","PL 2205002",-74.134954656,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","HISPANIC","M",946795,171559,2017,4
"1318","25-44","S",2017-04-21,164022429,121,0,117,40.637495423,"F","PL 2201601",-74.134954656,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","HISPANIC","M",946795,171559,2017,4
"1319","25-44","S",2017-04-21,164022430,121,0,117,40.637740285,"F","PL 2201601",-74.132094296,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",947589,171647,2017,4
"1320","25-44","S",2017-04-21,164022324,121,0,235,40.637495423,"M","PL 2200300",-74.134954656,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",946795,171559,2017,4
"1321","25-44","S",2017-04-21,164022328,121,0,235,40.637495423,"M","PL 2200300",-74.134954656,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",946795,171559,2017,4
"1322","25-44","S",2017-04-21,164022326,121,0,235,40.637495423,"M","PL 2200300",-74.134954656,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",946795,171559,2017,4
"1323","25-44","S",2017-04-21,164004311,123,0,365,40.511586338,"M","AC 10203A3",-74.249303727,"ADMINISTRATIVE CODE",876,"UNLAWFUL SALE SYNTHETIC MARIJUANA","WHITE","M",914928,125757,2017,4
"1324","18-24","S",2017-04-21,163989592,123,0,235,40.554094493,"M","PL 2200300",-74.192752179,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",930687,141204,2017,4
"1325","25-44","S",2017-04-21,164022325,121,0,235,40.637495423,"M","PL 2200300",-74.134954656,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",946795,171559,2017,4
"1326","25-44","S",2017-04-21,164022427,121,0,235,40.637495423,"M","PL 2205002",-74.134954656,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","HISPANIC","M",946795,171559,2017,4
"1327","25-44","S",2017-04-20,163969702,120,0,117,40.640754918,"F","PL 2201601",-74.076747088,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962951,172727,2017,4
"1328","18-24","S",2017-04-20,163951062,123,0,235,40.535842481,"M","PL 2211001",-74.193771623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","ASIAN/PAC.ISL","M",930389,134555,2017,4
"1329","25-44","S",2017-04-20,163979449,120,0,235,40.615491223,"M","PL 2200300",-74.08165623,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",961580,163524,2017,4
"1330","65+","S",2017-04-20,163982317,120,0,235,40.630138073,"M","PL 2200300",-74.076749289,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",962947,168859,2017,4
"1331","18-24","S",2017-04-20,163950020,123,0,235,40.535842481,"M","PL 2211001",-74.193771623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","ASIAN/PAC.ISL","M",930389,134555,2017,4
"1332","25-44","S",2017-04-20,163969701,120,0,235,40.633139053,"M","PL 2211001",-74.075351235,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",963336,169952,2017,4
"1333","25-44","S",2017-04-20,163967942,120,0,117,40.640754918,"F","PL 2201601",-74.076747088,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","F",962951,172727,2017,4
"1334","18-24","S",2017-04-20,163988392,123,0,117,40.538540481,"F","PL 2201601",-74.192232415,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",930819,135537,2017,4
"1335","18-24","S",2017-04-20,163986687,120,0,235,40.639663313,"M","PL 2200300",-74.075506334,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",963295,172329,2017,4
"1336","<18","S",2017-04-20,163986688,120,0,235,40.616953781,"M","PL 2211001",-74.082241537,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","F",961418,164057,2017,4
"1337","45-64","S",2017-04-20,163974855,120,0,235,40.626475544,"M","PL 2211001",-74.074054024,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","HISPANIC","M",963694,167524,2017,4
"1338","25-44","S",2017-04-19,163929061,120,0,235,40.635225033,"M","PL 2205003",-74.106641643,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,POSSESSES OR SELLS 2","HISPANIC","M",954652,170721,2017,4
"1339","25-44","S",2017-04-19,163944712,120,0,235,40.627146496,"M","PL 2200300",-74.076381994,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",963048,167769,2017,4
"1340","25-44","S",2017-04-19,163944711,120,0,235,40.627146496,"M","PL 2200300",-74.076381994,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",963048,167769,2017,4
"1341","25-44","S",2017-04-19,163949705,123,0,117,40.511586338,"F","PL 2201602",-74.249303727,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",914928,125757,2017,4
"1342","25-44","S",2017-04-19,163949704,120,0,235,40.627439066,"M","PL 2200300",-74.081995076,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","F",961490,167877,2017,4
"1343","<18","S",2017-04-19,163949700,120,0,235,40.621795467,"M","PL 2200300",-74.082424012,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",961369,165821,2017,4
"1344","25-44","S",2017-04-19,163949698,120,0,117,40.645296819,"F","PL 2200601",-74.08554845,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","F",960510,174384,2017,4
"1345","25-44","S",2017-04-19,163949697,120,0,117,40.644720944,"F","PL 2200601",-74.07703272,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","M",962873,174172,2017,4
"1346","25-44","S",2017-04-19,163944708,120,0,235,40.62247186,"M","PL 2200300",-74.072536631,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",964114,166065,2017,4
"1347","45-64","S",2017-04-19,163951692,122,0,235,40.597920372,"M","PL 2200300",-74.083608057,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",961032,157123,2017,4
"1348","45-64","S",2017-04-19,163949703,120,0,235,40.627439066,"M","PL 2200300",-74.081995076,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",961490,167877,2017,4
"1349","25-44","S",2017-04-19,163949917,121,0,235,40.632877097,"M","PL 2211001",-74.143076904,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",944538,169880,2017,4
"1350","45-64","S",2017-04-19,163949701,120,0,235,40.645296819,"M","PL 2200300",-74.08554845,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",960510,174384,2017,4
"1351","25-44","S",2017-04-18,163909597,123,0,235,40.541680567,"M","PL 2200300",-74.207975143,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",926446,136691,2017,4
"1352","45-64","S",2017-04-18,163907551,120,0,235,40.624492586,"M","PL 2200300",-74.079970524,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",962051,166803,2017,4
"1353","25-44","S",2017-04-18,163904163,123,0,235,40.517631487,"M","PL 2200300",-74.238482436,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",917943,127951,2017,4
"1354","18-24","S",2017-04-18,163904164,123,0,235,40.521163828,"M","PL 2214000",-74.237279314,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","WHITE","M",918281,129237,2017,4
"1355","25-44","S",2017-04-18,163904161,120,0,235,40.614720207,"M","PL 2200300",-74.07729345,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",962791,163242,2017,4
"1356","45-64","S",2017-04-18,163904162,123,0,235,40.517631487,"M","PL 2200300",-74.238482436,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",917943,127951,2017,4
"1357","25-44","S",2017-04-17,163842651,121,0,235,40.635692049,"M","PL 2200300",-74.134994245,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",946783,170902,2017,4
"1358","18-24","S",2017-04-17,163869241,120,0,235,40.617303617,"M","PL 2211500",-74.080480597,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","ASIAN/PAC.ISL","M",961907,164184,2017,4
"1359","25-44","S",2017-04-17,163871678,120,0,235,40.639599873,"M","PL 2200300",-74.075978281,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",963164,172306,2017,4
"1360","25-44","S",2017-04-17,163859106,120,0,117,40.640754918,"F","PL 2201601",-74.076747088,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962951,172727,2017,4
"1361","18-24","S",2017-04-17,163839280,120,0,235,40.617896692,"M","PL 2211001",-74.084036504,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",960920,164401,2017,4
"1362","45-64","S",2017-04-17,163871676,120,0,235,40.639599873,"M","PL 2200300",-74.075978281,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",963164,172306,2017,4
"1363","45-64","S",2017-04-17,163870531,120,0,235,40.623034576,"M","PL 2200300",-74.08454009,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",960782,166273,2017,4
"1364","25-44","S",2017-04-17,163871677,120,0,235,40.640056643,"M","PL 2200300",-74.078374938,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","AMER IND","F",962499,172473,2017,4
"1365","25-44","S",2017-04-16,163825709,120,0,235,40.629306498,"M","PL 2200300",-74.076604228,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","HISPANIC","M",962987,168556,2017,4
"1366","25-44","S",2017-04-16,163826027,123,0,117,40.500033284,"F","PL 2200602",-74.23901296,"DANGEROUS DRUGS",507,"CONTROLLED SUBSTANCE, POSSESSION 5","ASIAN/PAC.ISL","M",917778,121540,2017,4
"1367","25-44","S",2017-04-16,163826029,123,0,117,40.500033284,"F","PL 2200601",-74.23901296,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","HISPANIC","M",917778,121540,2017,4
