PDCODE_VALUE,LAW_NYS,CATEGORY,LIT_LONG,LIT_SHORT
617,PL 240.37   M2    ,M,LOIT:PROSTITUTION OFFENSE 2ND ,LOIT PROS-2 OFF
618,PL 240.37   V2    ,V,LOIT:PROSTITUTION OFFENSE 1ST ,LOIT PROS-1 OFF
622,PL 240.40         ,V,PUB APP UNDR INFL NARC/DRUG   ,PUB APP DRGS   
625,PL 240.20   01    ,V,DIS/CON:FIGHT/VIOLENT BEHAVIOR,DISORD CONDUCT 
625,PL 240.20   02    ,V,DIS/CON:UNREASONABLE NOISE    ,DISORD CONDUCT 
625,PL 240.20   03    ,V,DIS/CON:OBSCENE LANG/GESTURES ,DISORD CONDUCT 
625,PL 240.20   04    ,V,DIS/CON:DISTURB LAWFUL ASSEM  ,DISORD CONDUCT 
625,PL 240.20   05    ,V,DIS/CON:OBSTRUCTING TRAFFIC   ,DISORD CONDUCT 
625,PL 240.20   06    ,V,DIS/CON:REFUSING TO MOVE ON   ,DISORD CONDUCT 
625,PL 240.20   07    ,V,DIS CON: CREATE HAZARDOUS COND,DISORD CONDUCT 
627,PL 240.21         ,M,DISRUPT REL SER/FUNRL/MEMORIAL,DISRPT REL SERV
631,PL 245.05   01    ,V,OFF EXHIB:LAST > 8 CONSECT HRS,OFFENSIVE EXHIB
631,PL 245.05   02    ,V,OFF EXHIB:RIDICULE/CONTEMPT   ,OFFENSIVE EXHIB
631,PL 245.05   03    ,V,OFF EXHIB:DANG INST AT PERSON ,OFFENSIVE EXHIB
633,PL 245.01         ,V,EXPOSURE OF A PERSON          ,EXPOSURE PERSON
633,PL 245.02         ,V,PROMOTING EXPOSURE OF A PERSON,PRO EXP PERSON 
637,PL 240.26   01    ,V,HARASSMENT-2ND:PHY CONTACT    ,HARASSMENT 2ND 
638,PL 120.17         ,V,HAZING-2ND                    ,HAZING 2ND     
638,PL 240.26   02    ,V,HARASSMENT-2ND:FOLLOW PERSON  ,HARASSMENT 2ND 
638,PL 240.26   03    ,V,HARASSMENT-2ND                ,HARASSMENT 2ND 
639,PL 240.25         ,M,HARASSMENT 1ST-STALKING       ,HARASSMENT 1ST 
639,PL 240.25   00H   ,M,HARASSMENT-1ST/AS A HATE CRIME,HARAS 1-HATE CR
639,PL 240.30   01    ,M,AGG HARASS-2:COMMUNICATE/ALARM,AGG HARASSMNT-2
639,PL 240.30   01A   ,M,AGGRAVATED HARASSMENT-2ND DEG ,AGG HARASSMENT2
639,PL 240.30   01AH  ,F,AGG HARASS-2:COMMUN/HATE CRIME,AGG HAR-HATECRM
639,PL 240.30   01B   ,M,AG HARASS-2:CAUS COMM TO ALARM,AGG HARASSMENT2
639,PL 240.30   01BH  ,F,AGGR HARASSMENT 2ND/HATE CRIME,AGG HAR HATECRM
639,PL 240.30   02    ,M,AGG HAR-2ND:TELEPHONE         ,AGG HARASS-2   
639,PL 240.30   03    ,M,AGG HAR-2ND:RACE/RELIGION     ,AGG HARASS-2   
639,PL 240.30   04    ,M,AGGRAVATED HARASSMENT 2ND     ,AGG HARASS 2ND 
639,PL 240.30   M1    ,M,AGG HARASS 2-COMUNICATE THREAT,AGG HARASSMNT-2
640,PL 240.30   01H   ,F,AGG HARASSMENT-2/HATE CRIME   ,HARASS2-HATECRM
640,PL 240.30   02H   ,F,AGG HARASSMENT-2/HATE CRIME   ,HARASS2-HATE CR
640,PL 240.30   04H   ,F,AGG HARASSMENT-2/HATE CRIME   ,HARASS2-HATE CR
640,PL 240.31   01    ,F,AGG HAR-1ST:RELIGIOUS PREMISES,AGG HARASS-1   
640,PL 240.31   02    ,F,AGG/HAR-1ST:PRIOR COV AGG/HAR2,AGG HARASS-1   
640,PL 240.31   03    ,F,AGG HARASS-1:SWASTIKA-PROPERTY,AGGR HARASS-1ST
640,PL 240.31   04    ,F,AGG HARASS-1:SET CROSS ON FIRE,AGGR HARASS-1ST
640,PL 240.31   05    ,F,AGG HARASS-1:NOOSE ON PROPERTY,AGG HARASS-1ST 
640,PL 240.32         ,F,AGG HARASS EMPLOYEE BY INMATE ,AGG HARASS EMP 
641,PL 240.72         ,F,AGG INTER WTH HEALTH CAR SVC 2,AGG INTER 2ND  
641,PL 240.73         ,F,AGG INTER WTH HEALTH CAR SVC 1,AGG INTER 1ST  
641,PL 241.05   01    ,F,HARASS TENANT:INJURE/INTENT   ,HARASS TENANT  
641,PL 241.05   02    ,F,HARASS TENANT:INJURE/RECKLESS ,HARASS TENANT  
643,PL 240.10         ,M,UNLAWFUL ASSEMBLY             ,UNLAW ASSEMBLY 
644,PL 240.55   00T   ,F,PL490.25/CRM TERORSM:FALSE REP,490.25 FLSE REP
644,PL 240.55   01T   ,F,PL490.25/CRM TERORSM:FALSE REP,490.25 FLSE REP
644,PL 240.55   02T   ,F,PL490.25/CRM TERORSM:FALSE REP,490.25 FLSE REP
644,PL 240.55   03T   ,F,PL490.25/CRM TERORSM:FALSE REP,490.25 FLSE REP
644,PL 240.60   00T   ,F,PL490.25/CRM TERORSM:FLSE REP1,490.25 FLSE REP
644,PL 240.60   01    ,F,FALSELY REPORTING INCIDENT-1ST,FALSE REPORT-1 
644,PL 240.60   01T   ,F,PL490.25/CRM TERORSM:FLSE REP1,490.25 FLSE REP
644,PL 240.60   02    ,F,FLS REPORT-1:CAUS DEATH/INJURY,FALSE REPORT-1 
644,PL 240.60   02T   ,F,PL490.25/CRM TERORSM:FLSE REP1,490.25 FLSE REP
644,PL 240.60   03    ,F,FLS REPORT-1:CAUS DEATH/INJURY,FALSE REPORT-1 
644,PL 240.60   03T   ,F,PL490.25/CRM TERORSM:FLSE REP1,490.25 FLSE REP
644,PL 240.60   05    ,F,FALSE REPORT-1:SCHOOL GROUNDS ,FALSE REPORT-1 
644,PL 240.60   05T   ,F,PL490.25/CRM TERORSM:FLSE REP1,490.25 FLSE REP
644,PL 240.60   06    ,F,FLS REPORT-1:PUBLIC BLDG/PLACE,FALSE REPORT-1 
644,PL 240.60   06T   ,F,PL490.25/CRM TERORSM:FLSE REP1,490.25 FLSE REP
644,PL 240.61   00T   ,F,PL490.25/TEROR:FALS BOMB/HAZ-2,TERROR-BOMB-HAZ
644,PL 240.62         ,F,PLACE FALSE BOMB/HAZ SUBSTAN-1,BOMB-HAZ SUBST1
644,PL 240.62   00T   ,F,PL490.25/TEROR:FALS BOMB/HAZ-1,TERROR-BOMB-HAZ
645,PL 240.55   01    ,F,FALSE REPORT INCIDENT-2:FIRE  ,FALSE REPORT-2 
645,PL 240.55   02    ,F,FLS REPORT INCIDENT-2:EMERG   ,FALSE REPORT-2 
646,PL 240.48         ,M,DISSEM FALSE SEX OFFNDR NOTICE,FALSE NOTICE   
647,PL 240.61         ,F,PLACE FALSE BOMB/HAZ SUBSTAN-2,BOMB-HAZ SUBSTN
648,PL 240.63         ,F,FALSE BOMB/HAZ SUB- MALL/ARENA,BOMB-HAZ SUBSTN
648,PL 240.63   00T   ,F,PL490.25/TERROR:FALSE BOMB/HAZ,TERROR BOMB-HAZ
649,PL 240.50   01    ,M,FALSE REPORT INCIDENT-3RD     ,FALSE REPORT-3 
649,PL 240.50   02    ,M,FALSE REPORT EMERGENCY-3RD    ,FALSE REPORT-3 
649,PL 240.50   03    ,M,FALSE REPORT INCIDENT-3RD     ,FALSE REPORT-3 
649,PL 240.50   03A   ,M,FALSE RPT-INCIDENT DIDNT OCCUR,FALSE REPORT-3 
649,PL 240.50   03B   ,M,FALSE REPRT IMPENDING INCIDENT,FALSE REPORT-3 
649,PL 240.50   03C   ,M,FALSE INFORMATION RE: INCIDENT,FALSE REPORT-3 
649,PL 240.50   04    ,M,FALSE REPORT-3:CHILD ABUSE    ,FALSE REPORT-3 
649,PL 240.50   04A   ,M,FALSE REP-3:CHILD ABUSE-TO REG,FALSE REPORT-3 
649,PL 240.50   04B   ,M,FALSE REP-3:CHLD ABUSE-MAN REP,FALSE REPORT-3 
649,PL 240.55   03    ,F,FALSE REPORT 2-PRIV PREMISES  ,FALSE REPORT-2 
652,PL 240.05         ,M,RIOT-2ND                      ,RIOT-2         
652,PL 240.08         ,M,INCITING TO RIOT              ,INCITE RIOT    
658,PL 242.05         ,M,INTERFER/HARASS SERVICE ANIMAL,SERVICE ANIMAL 
658,PL 242.10         ,M,HARM SERVICE ANIMAL-2ND DEGREE,SERVICE ANIMAL 
659,PL 240.45   01    ,M,CRIM NUISANCE 2-ENDANGR OTHERS,CRIM NUISANCE-2
659,PL 240.45   02    ,M,CRIM NUISANCE 2-UNLAWFL CONDCT,CRIM NUISANCE-2
660,PL 242.15         ,F,HARM SERVICE ANIMAL-1ST DEGREE,SERVICE ANIMAL 
661,PL 245.00         ,M,PUBLIC LEWDNESS               ,PUBLIC LEWDNESS
661,PL 245.00   A     ,M,LEWDNESS-EXPOSE BODY IN PUBLIC,PUBLIC LEWDNESS
661,PL 245.00   B     ,M,LEWDNESS-INTENT TO BE SEEN    ,PUBLIC LEWDNESS
662,PL 245.11         ,M,PUB DISP OF SEX MATERIAL      ,DISPLAY SEX MAT
663,PL 490.10         ,F,SUPPORT ACT OF TERRORISM 2ND  ,SUP ACT TERROR2
663,PL 490.10   00T   ,F,PL490.25/CRM TERORSM:SUP TEROR,49025-TERORISM 
664,PL 490.15         ,F,SUPPORT ACT OF TERRORISM 1ST  ,SUP ACT TERROR1
664,PL 490.15   00T   ,F,PL490.25/CRM TERORSM:SUP TEROR,49025-TERORISM 
665,PL 490.20         ,F,MAKE TERRORISTIC THREAT       ,TERORIST THREAT
665,PL 490.20   00T   ,F,PL490.25/CRM TERORSM:THREAT   ,49025-TERORISM 
665,PL 490.20   01    ,F,MAKE TERRORISTIC THREAT       ,TERORIST THREAT
665,PL 490.20   01T   ,F,PL490.25/CRIME TERRORSM:THREAT,49025-TERRORISM
666,PL 490.35         ,F,HINDER PROSECUTION TERRORISM 1,HIND PROS TER 1
666,PL 490.35   00T   ,F,PL490.25/CRM TERORSM:HIND PROS,49025-TERORISM 
667,PL 490.30         ,F,HINDER PROSECUTION TERRORISM 2,HIND PROS TER 2
667,PL 490.30   00T   ,F,PL490.25/CRM TERORSM:HIND PROS,49025-TERORISM 
669,PL 250.10         ,M,POSSESS EAVESDROPPING DEVICES ,POSS EAV DEVICE
669,PL 250.15         ,M,FAILURE TO REPORT WIRETAPPING ,FAIL RPT W/TAP 
669,PL 250.20         ,M,DIVULGING EAVESDROPPING ORDER ,DIV EAVDRP WARR
669,PL 250.25   01    ,M,OPEN SEALED COMM W/OUT CONSENT,TAMP PRIV COMM 
669,PL 250.25   02    ,M,DIVULG CONTENT SEALED COMMUN  ,TAMP PRIV COMM 
669,PL 250.25   03    ,M,CONNIVE INFO TELEPH/TELEGR COM,TAMP PRIV COMM 
669,PL 250.25   04    ,M,EMP TELE CORP DIVULGE INFO    ,TAMP PRIV COMM 
669,PL 250.30   01    ,M,OBTAIN LOC TELECOM APPARATUS  ,UNLAW OBT COMM 
669,PL 250.30   02    ,M,UNLAW OBTAIN TELECOM RECORDS  ,UNLAW OBT COMM 
669,PL 250.35   02    ,M,FAIL REPRT CRIM COMMUNICATIONS,FAIL RPT COMM-2
672,PL 240.06         ,F,RIOT-1ST DEGREE               ,RIOT-1ST DEGREE
672,PL 240.06   01    ,F,RIOT-1ST: PUBLIC-INJURY/DAMAGE,RIOT 1ST-PUBLIC
672,PL 240.06   02    ,F,RIOT-1ST:CORRECTIONAL FACILITY,RIOT 1ST- JAIL 
674,PL 250.05         ,F,EAVESDROPPING                 ,EAVESDROPPING  
678,PL 240.15         ,F,CRIMINAL ANARCHY              ,CRIM ANARCHY   
678,PL 240.15   A     ,F,CRIM ANARCHY-ADVOCATE OVRTHROW,CRIM ANARCHY   
678,PL 240.15   B     ,F,ANARCHY-PUB/DIST DOCUMENT     ,CRIM ANARCHY   
678,PL 240.15   C     ,F,ANARCHY-JOINS ORG ADVOC OVERTH,CRIM ANARCHY   
681,PL 260.10   01    ,M,ACT IN MANNER INJUR CHILD < 17,ENDAN WEL CHILD
681,PL 260.10   02    ,M,FAIL EXERCISE CONTROL OF MINOR,ENDAN WEL CHILD
685,PL 260.20   01    ,M,UNLAW DEAL CHILD-1ST:SEX/DRUG ,UNLAW DL W/CHLD
685,PL 260.21   01    ,M,PERMIT MINOR IN BAR/THEAT ETC ,UNLAW DL W/CHLD
687,PL 260.05         ,M,NON-SUPPORT OF CHILD-2ND DEG  ,NON-SUPPORT 2ND
687,PL 260.05   01    ,M,NON-SUPPORT CHILD-2ND:CHILD<16,NON-SUPPORT 2ND
687,PL 260.05   02    ,M,NON-SUPPORT CHILD-2ND:CHILD<18,NON-SUPPORT 2ND
687,PL 260.20   02    ,M,UNLAW DEAL CHILD-1ST:ALCOHOL  ,UNLAW DL W/CHLD
687,PL 260.21   02    ,M,TATTOOING CHILD LESS THAN 18  ,UNLAW DL W/CHLD
687,PL 260.21   03    ,M,SELLING TOBACCO TO MINOR < 18 ,UNLAW DL W/CHLD
688,PL 260.24         ,M,ENDANGERING INCOMPETENT 2ND   ,ENDANG INCOMP 2
688,PL 260.25         ,M,ENDANGERING INCOMPETENT PERSON,ENDAN INCOM PER
689,PL 255.00   01    ,M,PERFORM MARRIAGE W/O AUTHORITY,UNLAW SOL MARR 
689,PL 255.00   02    ,M,SOLEMNIZES AN ILLEGAL MARRIAGE,UNLAW SOL MARR 
689,PL 255.05         ,M,UNLAWFULLY DISSOLVE MARRIAGE  ,UNLAW DSSL MARR
689,PL 255.10         ,M,UNLAWFUL PROCURE MARRIAGE LIC ,UNLAW MAR LICNS
689,PL 255.17         ,M,ADULTERY                      ,ADULTERY       
691,PL 255.15         ,F,BIGAMY                        ,BIGAMY         
693,PL 255.26         ,F,INCEST- 2ND DEGREE            ,INCEST-2ND DEG 
693,PL 255.27         ,F,INCEST-1ST DEGREE             ,INCEST-1ST DEG 
694,PL 255.25         ,F,INCEST- 3RD DEGREE            ,INCEST-3RD DEG 
695,PL 260.00         ,F,ABANDONMENT OF A CHILD        ,ABANDON CHILD  
695,PL 260.00   01    ,F,ABANDONMENT OF A CHILD        ,ABANDON CHILD  
695,PL 260.06         ,F,NON-SUPPORT OF CHILD-1ST DEG  ,NON-SUPPORT-1ST
695,PL 260.06   01A   ,F,NON-SUP CHILD-1:CHILD<16/PRIOR,NON-SUPPORT-1ST
695,PL 260.06   01B   ,F,NON-SUP CHILD-1:CHILD<18/PRIOR,NON-SUPPORT-1ST
696,PL 263.10         ,F,PROM OBSCENE SEX PERF-CHILD<17,PROMOT CHLD SEX
696,PL 263.10   00X   ,F,PROM OBS PERF CHILD<17-SEX MOT,CHLD PER-SX MOT
696,PL 263.15         ,F,PROM SEX PERFORMANCE-CHILD <17,PROMOT CHLD SEX
696,PL 263.15   00X   ,F,PROM SEX PERF CHILD<17-SEX MOT,CHLD PER-SX MOT
697,PL 263.05         ,F,USE CHILD <17- SEX PERFORMANCE,CHLD SEX PERFRM
697,PL 263.05   00X   ,F,CHILD<17 IN SEX PERFRM-SEX MOT,CHLD PER-SX MOT
697,PL 263.30         ,F,FACILITATE SEX PERFRM BY CHILD,SEX PERF CHILD 
697,PL 263.30   01A   ,F,FACIL SEX PERFRM BY CHILD-DRUG,SEX PERF CHILD 
697,PL 263.30   01B   ,F,FACIL SEX PERFRM BY CHILD-ALC ,SEX PERF CHILD 
698,PL 260.25         ,F,ENDANGERING INCOMPETENT 1ST   ,ENDANG INCOMP 1
701,PL 180.00         ,M,COMMERCIAL BRIBERY-2ND        ,COMM BRIBERY 2 
701,PL 180.05         ,M,COMMERCIAL BRIBE RECVG-2ND DEG,COMM BRIB REC-2
701,PL 200.30         ,M,GIVING UNLAWFUL GRATUITIES    ,GIV UNLAW GRAT 
701,PL 200.35         ,M,RECEIVING UNLAWFUL GRATUITIES ,REC UNLAW GRAT 
701,PL 215.10         ,M,TAMPER WITH WITNESS-4         ,TAMP WITNESS-4 
701,PL 215.10   0A    ,M,TAMPER WITNESS-4:AVOID TESTIFY,WITNES TAMPER-4
701,PL 215.10   0B    ,M,TAMPER WITNES-4:INFLU TESTIMNY,WITNES TAMPER-4
701,PL 215.45   01    ,M,COMPOUNDING A CRIME           ,COMPOUND CRIME 
701,PL 215.45   01A   ,M,COMPOUND CRIME-ACCEPTS BENEFIT,COMPOUND CRIME 
701,PL 215.45   01B   ,M,COMPOUND CRIME-OFFERS BENEFIT ,COMPOUND CRIME 
703,PL 190.05   01    ,M,ISS BAD CHK:W/KNOW INSUFF FUND,ISS BAD CHECK  
703,PL 190.05   02    ,M,PASS CHK W/INSUF FNDS/REF-PAY ,ISS BAD CHECK  
705,PL 165.71         ,M,TRADEMARK COUNTERFEITING 3RD  ,TM COUNTER 3RD 
705,PL 170.05         ,M,FORGERY-3RD                   ,FORGERY-3      
705,PL 170.20         ,M,POSSESS  FORGED INSTRUMENT-3RD,POS FORG INST-3
706,PL 170.45   01    ,M,CRIM SIM:MAKE ART SEEM R/ANTIQ,CRIM SIMULATION
706,PL 170.45   02    ,M,CRIM SIM:POSS ART W/INT-DEFRAD,CRIM SIMULATION
706,PL 175.05   01    ,M,FALS BUS REC:MAKE FALSE ENTRY ,FALS BUS REC-2 
706,PL 175.05   02    ,M,FALSE BUS REC-2ND:ALTER ENTRY ,FALS BUS REC-2 
706,PL 175.05   03    ,M,FALSE BUS REC:OMIT TRUE ENTRY ,FALS BUS REC-2 
706,PL 175.05   04    ,M,FALSE BUS REC:NO TRUE ENTRY   ,FALS BUS REC-2 
706,PL 175.20         ,M,TAMPERING PUBLIC RECORDS-2ND  ,TAMP PUB REC-2 
707,PL 190.23         ,M,FALSE PERSONATION             ,FALSE PERSON   
707,PL 190.25   01    ,M,CRIM IMPERS-2ND:OTHER PERSON  ,CRIM IMPERSON 2
707,PL 190.25   02    ,M,CRIM IMPERS:REPRESENT CO/PERS ,CRIM IMPERSON 2
707,PL 190.25   03    ,M,CRIM IMPERS-2ND:PUBLIC SERVANT,CRIM IMPERSON 2
707,PL 190.25   04    ,M,CRIM IMPERSON-2ND: BY INTERNET,CRIM IMPERSON-2
708,PL 190.26         ,F,CRIM IMPERSONATION-1ST        ,CRIM IMPERS-1ST
708,PL 190.26   01    ,F,CRIM IMPER-1:POLICE/FED OFFICR,CRIM IMPERS PO 
708,PL 190.26   02    ,F,IMPERSON OFFICER TO COMMIT FEL,CRIM IMPERS PO 
708,PL 190.26   03    ,F,CRIMINAL IMPER 1ST:PHYSICIAN  ,CRIM IMPERSON 1
709,PL 180.55         ,M,RENT GOUGING-3RD              ,RENT GOUGING 3 
709,PL 180.56         ,M,RENT GOUGING-2ND              ,RENT GOUGING 2 
710,PL 180.57         ,F,RENT GOUGING-1ST              ,RENT GOUGING 1 
711,PL 215.12   01    ,F,TAMPR WITNS-2:INJUR-PREVNT TES,WITNES TAMPER-2
711,PL 215.12   02    ,F,TAMPR WITNES-2:INJUR AFTER TES,WITNES TAMPER-2
711,PL 215.13   01    ,F,TAMPR WITNS-1:INJUR-PREVNT TES,WITNES TAMPER-1
711,PL 215.13   02    ,F,TAMPR WITNES-1:INJUR AFTER TES,WITNES TAMPER-1
711,PL 215.16   00T   ,F,PL490.25/CRM TEROR:INTIM WITNS,49025-INTM WIT 
711,PL 215.16   01    ,F,INTIM VIC/WIT-2ND:CAUSE INJURY,INTIMIDATION 2 
711,PL 215.16   01T   ,F,PL490.25/CRM TEROR:INTIM WITNS,49025-INTM WIT 
711,PL 215.16   02    ,F,INTIM VIC/WIT-2ND:CAUSE INJURY,INTIMIDATION 2 
711,PL 215.16   02T   ,F,PL490.25/CRM TEROR:INTIM WITNS,49025-INTM WIT 
711,PL 215.16   03    ,F,INTIM-2ND:RECKLESS INJURY     ,INTIMIDATION 2 
711,PL 215.16   03T   ,F,PL490.25/CRM TEROR:INTIM WITNS,49025-INTM WIT 
711,PL 215.17   00T   ,F,PL490.25/CRM TEROR:INTIM WITNS,49025-INTM WIT 
711,PL 215.17   01    ,F,IMTIM VIC/WIT-1ST:SER INJURY  ,INTIMIDATION 1 
711,PL 215.17   01T   ,F,PL490.25/CRM TEROR:INTIM WITNS,49025-INTM WIT 
711,PL 215.17   02    ,F,INTIM VIC/WIT-1ST:SER INJURY  ,INTIMIDATION 1 
711,PL 215.17   02T   ,F,PL490.25/CRM TEROR:INTIM WITNS,49025-INTM WIT 
713,PL 170.55   01    ,M,UNLAW USE-SLUGS:ILLEGL INSERTN,UNLAW USE SLUG2
713,PL 170.55   02    ,M,ILL MANUF/POSSN/DISPOSTN SLUGS,UNLAW USE SLUG2
715,PL 170.47         ,M,CRIM POSS ANTI-SECURITY ITEM  ,POS ANTI-SEC DV
717,PL 190.45         ,M,POSSESSION USURIOUS LOAN RECDS,POSS USURY REC 
718,PL 158.05         ,M,WELFARE FRAUD-5TH DEGREE      ,WELFARE FRD 5TH
718,PL 158.30   01    ,M,CRIM USE BENEFIT CARD-2ND     ,CRIM USE B/C-2 
718,PL 158.30   02    ,M,CRIM USE BENEFIT CARD-2ND     ,CRIM USE B/C-2 
718,PL 158.30   03    ,M,CRIM USE BENEFIT CARD-2ND     ,CRIM USE B/2-2 
718,PL 158.30   03A   ,M,CRIM USE BEN CARD-2:MONEY/DRUG,CRIM USE BEN-2 
718,PL 158.30   03B   ,M,CRIM USE BENEFT-2:UNLAWFUL ACT,CRIM USE BEN-2 
718,PL 175.30         ,M,OFFER FILE FALSE INSTRUMNT-2ND,FILE FLS INST-2
718,PL 176.10         ,M,INSURANCE FRAUD-5TH           ,INSUR FRAUD 5  
718,PL 177.05         ,M,HEALTH CARE FRAUD-5TH DEGREE  ,HEALTH FRAUD-5 
718,PL 177.10         ,F,HEALTH CARE FRAUD-4TH DEGREE  ,HEALTH FRAUD-4 
718,PL 178.10         ,M,CRIM DIVERSON PRESCRIP-4TH    ,CRIM DIV PRES-4
718,PL 180.50         ,M,TAMPERING W/SPORTS CONTEST-2  ,SPORTS TAMP-2  
718,PL 185.00   02    ,M,FRAUD IN INSOLVENCY           ,FRAUD INSOLVNCY
718,PL 190.20         ,M,FALSE ADVERTISING             ,FLS ADVERTISING
718,PL 190.35   01    ,M,MISCONDUCT BY CORPORATE OFFICL,CORP MISCONDUCT
718,PL 190.35   02    ,M,ISS UNAUTH STOCK/SELL STCK ILL,CORP MISCONDUCT
718,PL 190.50         ,M,UNLAWFUL COLLECTION PRACTICES ,UNLAW COL PRACT
718,PL 190.55         ,M,MKING FALSE STATMNT CRED TERMS,FLS CREDIT STAT
718,PL 190.60   01    ,M,SCHEME TO DEFRAUD-2ND DEGREE  ,DEFRAUD 2ND    
718,PL 190.70         ,M,SCHEME TO DEFRAUD:PRESCRIPTION,DEFRAUD:PRESCR 
718,PL 190.75         ,M,CRIM USE ACCESS DEVICE-2ND    ,CRIM USE DEVICE
718,PL 190.78         ,M,IDENTITY THEFT 3RD DEGREE     ,IDENTITY THFT-3
718,PL 190.78   01    ,M,IDENTITY THEFT 3-OBTAIN GOODS ,IDENTITY THFT-3
718,PL 190.78   02    ,M,IDENTITY THEFT 3-COMMIT CRIME ,IDENTITY THFT-3
718,PL 190.79   00T   ,F,PL490.25/CRM TERORSM:ID THEFT2,49025-ID THEFT2
718,PL 190.81         ,M,UNLAWFUL POSS PERSONAL ID- 3RD,POSSESS ID DATA
718,PL 260.30         ,M,MISREP:CHILD CARE PROVIDER    ,MIS:CHILD CARE 
719,PL 175.45   01    ,M,MAKES FALSE FINANCIAL STATMENT,FLS FINAN STMNT
719,PL 175.45   02    ,M,VERIF FALSE FINANCIAL STATMENT,FLS FINAN STMNT
719,PL 185.05   01    ,M,SECUR INT:FAILS ACCT PROCEEDS ,FRAUD SECUR INT
719,PL 185.05   02    ,M,FRAUD INV SEC INT:IL SELL PROP,FRAUD SECUR INT
719,PL 185.10         ,M,FRAUD DISPOSE MORTGAGED PROP  ,FRAUD MORT PROP
719,PL 185.15         ,M,FRAUD DISP CONDITNL SALE PROP ,FRAUD DSPO PROP
719,PL 187.05         ,M,RESIDENTIAL MORTGAGE FRAUD-5TH,RES MOR FRAUD-5
719,PL 190.85         ,M,POSSESSION SKIMMER DEVICE-2ND ,SKIMMER DEVICE2
721,PL 180.03         ,F,COMMERCIAL BRIBERY 1ST DEGREE ,COMM BRIBERY-1 
721,PL 180.08         ,F,COMMERCIAL BRIBE REC-1ST DEG  ,COMM BRIB REC-1
721,PL 180.15         ,F,BRIBING A LABOR OFFICIAL      ,BRIBERY-LAB OFF
721,PL 180.25         ,F,LABOR OFFICIAL TAKING BRIBE   ,LAB OFF TAK BRI
721,PL 180.40   01    ,F,SPORTS BRIBING:PLAYER         ,SPORTS BRIBING 
721,PL 180.40   02    ,F,SPORTS BRIBING:OFFICIAL       ,SPORTS BRIBING 
721,PL 180.45   01    ,F,SPORTS BRIBE RECEIVING:PLAYER ,SPORTS BRIB REC
721,PL 180.45   02    ,F,SPORTS BRIBE RECEIVING:OFFICAL,SPORTS BRIB REC
721,PL 200.55         ,F,IMPAIR INTEGRITY GOVT LIC EXAM,GOV LIC EXAM   
721,PL 200.55   01    ,F,IMPAIR GOV'T EXAM-ALTER GRADE ,GOVT LIC EXAM  
721,PL 200.55   02    ,F,IMPAIR GOV EXAM-REGISTER GRADE,GOVT LIC EXAM  
721,PL 200.55   03    ,F,IMPAIR GOV EXAM-PROVIDE ANSWER,GOVT LIC EXAM  
721,PL 200.55   04    ,F,IMPAIR GOVT EXAM-PROVIDE TEST ,GOVT LIC EXAM  
724,PL 170.65   01    ,F,DESTROYS/ALTERS VEH ID NO     ,FORGERY OF VIN 
724,PL 170.65   02    ,F,REMOVES VEH ID NO             ,FORGERY OF VIN 
724,PL 170.65   03    ,F,AFFIXES VEH ID NO             ,FORGERY OF VIN 
724,PL 170.70   01    ,F,VEH ID NO REMOVED FROM MV     ,ILLEG POSS VIN 
724,PL 170.70   02    ,F,ILLEGAL POSS VEH IDENT NO     ,ILLEG POSS VIN 
724,PL 170.70   03    ,F,POSS ILLEGAL VEH ID NO PLATE  ,ILLEG POSS VIN 
724,PL 170.70   03A   ,F,POSS ILLEGAL VEH ID-LABEL     ,ILLEG POSS VIN 
724,PL 170.70   03B   ,F,POSS ILLEGAL VEH ID-AFFIXED   ,ILLEG POSS VIN 
725,PL 170.10   02    ,F,FORGERY 2ND: PUBLIC RECORD    ,FORGERY-2      
727,PL 170.10   05    ,F,FORGERY 2ND:MED PRESCRIPTION  ,FORGERY-2      
729,PL 165.72         ,F,TRADEMARK COUNTERFEITING 2ND  ,TM COUNTER 2ND 
729,PL 165.73         ,F,TRADEMARK COUNTERFEITING 1ST  ,TM COUNTER 1ST 
729,PL 170.10   01    ,F,FORGERY 2:DEED/WILL/CONTRACT  ,FORGERY-2      
729,PL 170.10   03    ,F,FORGERY 2ND:OFFICIAL DOCUMENT ,FORGERY-2      
729,PL 170.10   04    ,F,FORGERY 2ND:TOKENS            ,FORGERY-2      
729,PL 170.15   01    ,F,FORGERY 1ST:GOV INSTRUMENT    ,FORGERY-1      
729,PL 170.15   02    ,F,"FORGERY 1ST:STOCKS, BONDS     ",FORGERY-1      
729,PL 170.25         ,F,POSSESS  FORGED INSTRUMENT-2ND,POS FORG INST-2
729,PL 170.30         ,F,POSSESS  FORGED INSTRUMENT-1ST,POS FORG INST-1
729,PL 170.40   01    ,F,C/P FORGERY DEVICE:MANUF/POSS ,POS FORG DEVICE
729,PL 170.40   02    ,F,CP FORGERY DEVICE:W/INTENT-USE,POS FORG DEVICE
729,PL 170.60         ,F,UNLAWFULLY USING SLUGS-1ST    ,UNLAW USE SLUG1
729,PL 175.10         ,F,FALSIFY BUSINESS RECORDS-1ST  ,FALS BUS REC-1 
729,PL 175.25         ,F,TAMPERING PUBLIC RECORDS-1ST  ,TAMP PUB REC-1 
