"","X","age_group","arrest_boro","arrest_date","arrest_key","arrest_precinct","jurisdiction_code","ky_cd","latitude","law_cat_cd","law_code","longitude","ofns_desc","pd_cd","pd_desc","perp_race","perp_sex","x_coord_cd","y_coord_cd","year","month"
"1044",1044,"18-24","S","2017-06-15",166109952,121,0,235,40.623938919,"M","PL 2211001",-74.137250759,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",946150,166621,2017,6
"1045",1045,"45-64","S","2017-06-15",166089597,120,0,235,40.640569013,"M","PL 2211001",-74.118007609,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",951500,172672,2017,6
"1046",1046,"45-64","S","2017-06-15",166070357,121,0,117,40.625796679,"F","PL 2201803",-74.154899371,"DANGEROUS DRUGS",501,"CONTROLLED SUBSTANCE,POSSESS 2","UNKNOWN","M",941252,167306,2017,6
"1047",1047,"45-64","S","2017-06-15",166070356,121,0,117,40.625796679,"F","PL 2201803",-74.154899371,"DANGEROUS DRUGS",501,"CONTROLLED SUBSTANCE,POSSESS 2","UNKNOWN","M",941252,167306,2017,6
"1048",1048,"45-64","S","2017-06-14",166064435,122,0,235,40.596743444,"M","PL 2200300",-74.070441776,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",964688,156691,2017,6
"1049",1049,"25-44","S","2017-06-14",166048440,121,0,235,40.638063982,"M","PL 2211001",-74.166108302,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",938149,171781,2017,6
"1050",1050,"25-44","S","2017-06-14",166069555,120,0,235,40.63953643,"M","PL 2200300",-74.076450225,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",963033,172283,2017,6
"1051",1051,"18-24","S","2017-06-14",166064436,121,0,235,40.623188378,"M","PL 2200300",-74.149237695,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",942822,166353,2017,6
"1052",1052,"18-24","S","2017-06-14",166069554,120,0,235,40.63953643,"M","PL 2200300",-74.076450225,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",963033,172283,2017,6
"1053",1053,"25-44","S","2017-06-14",166069189,121,0,117,40.623188378,"F","PL 2201601",-74.149237695,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",942822,166353,2017,6
"1054",1054,"25-44","S","2017-06-14",166069553,120,0,235,40.636569493,"M","PL 2200300",-74.076180202,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",963107,171202,2017,6
"1055",1055,"18-24","S","2017-06-14",166052159,121,0,235,40.637978447,"M","PL 2211001",-74.132646043,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",947436,171734,2017,6
"1056",1056,"<18","S","2017-06-13",166019885,120,0,235,40.634491901,"M","PL 2211001",-74.118151787,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",951457,170458,2017,6
"1057",1057,"25-44","S","2017-06-12",165789314,120,0,235,40.640754918,"M","PL 2200300",-74.076747088,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",962951,172727,2017,6
"1058",1058,"45-64","S","2017-06-12",165789142,120,0,235,40.640754918,"M","PL 2200300",-74.076747088,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",962951,172727,2017,6
"1059",1059,"25-44","S","2017-06-12",165761918,122,0,235,40.591716597,"M","PL 2205001",-74.06773602,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","WHITE HISPANIC","F",965438,154859,2017,6
"1060",1060,"25-44","S","2017-06-11",165720952,122,0,235,40.596327957,"M","PL 2200300",-74.080365293,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",961932,156542,2017,6
"1061",1061,"25-44","S","2017-06-11",165704256,122,0,235,40.596635961,"M","PL 2200300",-74.07952306,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","F",962166,156654,2017,6
"1062",1062,"<18","S","2017-06-11",165720137,123,0,235,40.520863878,"M","PL 2200300",-74.183826224,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",933142,129092,2017,6
"1063",1063,"<18","S","2017-06-11",165720138,123,0,235,40.520863878,"M","PL 2200300",-74.183826224,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",933142,129092,2017,6
"1064",1064,"<18","S","2017-06-11",165720136,123,0,235,40.520863878,"M","PL 2200300",-74.183826224,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",933142,129092,2017,6
"1065",1065,"<18","S","2017-06-11",165719414,123,0,235,40.520863878,"M","PL 2200300",-74.183826224,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","ASIAN/PAC.ISL","M",933142,129092,2017,6
"1066",1066,"25-44","S","2017-06-10",165700926,123,0,235,40.546298041,"M","PL 2200300",-74.185123168,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",932801,138359,2017,6
"1067",1067,"25-44","S","2017-06-10",165683340,120,0,117,40.637141878,"F","PL 2201601",-74.082025014,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",961485,171412,2017,6
"1068",1068,"25-44","S","2017-06-10",165703853,122,0,235,40.598720531,"M","PL 2211001",-74.069071888,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",965069,157411,2017,6
"1069",1069,"18-24","S","2017-06-10",165701842,120,0,235,40.63750202,"M","PL 2211001",-74.121662912,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","F",950484,171556,2017,6
"1070",1070,"45-64","S","2017-06-10",165686205,122,0,235,40.574285688,"M","PL 2200300",-74.105914405,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",954827,148519,2017,6
"1071",1071,"18-24","S","2017-06-10",165701849,123,0,235,40.546298041,"M","PL 2200300",-74.185123168,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",932801,138359,2017,6
"1072",1072,"18-24","S","2017-06-10",165700925,120,0,235,40.618792931,"M","PL 2211001",-74.082049292,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961472,164727,2017,6
"1073",1073,"25-44","S","2017-06-09",165682183,120,0,235,40.626342888,"M","PL 2214000",-74.075448035,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",963307,167476,2017,6
"1074",1074,"18-24","S","2017-06-09",165682182,121,0,235,40.640960756,"M","PL 2200300",-74.169174688,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",937300,172838,2017,6
"1075",1075,"18-24","S","2017-06-09",165682044,121,0,235,40.640960756,"M","PL 2200300",-74.169174688,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","F",937300,172838,2017,6
"1076",1076,"18-24","S","2017-06-09",165679835,123,0,235,40.511886989,"M","PL 2211001",-74.25114976,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",914415,125868,2017,6
"1077",1077,"25-44","S","2017-06-09",165668376,122,0,235,40.590350335,"M","PL 2200300",-74.06662567,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",965746,154361,2017,6
"1078",1078,"25-44","S","2017-06-08",165621521,122,0,117,40.558779499,"F","PL 2201601",-74.16091959,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",939536,142893,2017,6
"1079",1079,"18-24","S","2017-06-08",165647543,123,0,235,40.532307604,"M","PL 2211002",-74.218007946,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",923649,133283,2017,6
"1080",1080,"25-44","S","2017-06-08",165649568,123,0,235,40.545764453,"M","PL 2204500",-74.178886119,"DANGEROUS DRUGS",509,"POSSESSION HYPODERMIC INSTRUMENT","WHITE","M",934534,138161,2017,6
"1081",1081,"18-24","S","2017-06-08",165647542,123,0,235,40.532307604,"M","PL 2211002",-74.218007946,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE HISPANIC","M",923649,133283,2017,6
"1082",1082,"18-24","S","2017-06-08",165621522,121,0,117,40.618602603,"F","PL 2201601",-74.1608693,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",939590,164688,2017,6
"1083",1083,"18-24","S","2017-06-07",165596686,120,0,235,40.627160365,"M","PL 2211001",-74.076162257,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",963109,167774,2017,6
"1084",1084,"18-24","S","2017-06-07",165584802,120,0,117,40.640754918,"F","PL 2203100",-74.076747088,"DANGEROUS DRUGS",521,"CONTROLLED SUBSTANCE, SALE 5","BLACK","M",962951,172727,2017,6
"1085",1085,"25-44","S","2017-06-07",165588104,120,0,235,40.618792931,"M","PL 2211001",-74.082049292,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961472,164727,2017,6
"1086",1086,"25-44","S","2017-06-07",165608195,121,0,235,40.637161104,"M","PL 2214000",-74.160193428,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","WHITE","M",939790,171449,2017,6
"1087",1087,"25-44","S","2017-06-07",165608194,121,0,235,40.637161104,"M","PL 2211001",-74.160193428,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",939790,171449,2017,6
"1088",1088,"18-24","S","2017-06-07",165584804,120,0,117,40.640754918,"F","PL 2203100",-74.076747088,"DANGEROUS DRUGS",521,"CONTROLLED SUBSTANCE, SALE 5","BLACK","M",962951,172727,2017,6
"1089",1089,"45-64","S","2017-06-07",165603530,123,0,117,40.501808044,"F","PL 2200602",-74.243474472,"DANGEROUS DRUGS",507,"CONTROLLED SUBSTANCE, POSSESSION 5","WHITE","M",916539,122190,2017,6
"1090",1090,"25-44","S","2017-06-06",165549772,123,0,117,40.51913451,"F","PL 2201601",-74.197136465,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",929440,128470,2017,6
"1091",1091,"25-44","S","2017-06-06",165558643,120,0,235,40.64021216,"M","PL 2200300",-74.075676306,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",963248,172529,2017,6
"1092",1092,"25-44","S","2017-06-06",165558642,120,0,235,40.64021216,"M","PL 2200300",-74.075676306,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","F",963248,172529,2017,6
"1093",1093,"18-24","S","2017-06-06",165562816,121,0,235,40.635770086,"M","PL 2211001",-74.14956488,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",942739,170937,2017,6
"1094",1094,"25-44","S","2017-06-04",165469083,121,0,117,40.607195834,"F","PL 2201605",-74.162383233,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",939162,160533,2017,6
"1095",1095,"25-44","S","2017-06-03",165446492,121,0,235,40.626055021,"M","PL 2200300",-74.156679587,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",940758,167401,2017,6
"1096",1096,"18-24","S","2017-06-03",165457275,120,0,235,40.637222738,"M","PL 2214000",-74.115677715,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",952145,171452,2017,6
"1097",1097,"65+","S","2017-06-03",165457277,120,0,235,40.637222738,"M","PL 2200300",-74.115677715,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",952145,171452,2017,6
"1098",1098,"25-44","S","2017-06-03",165460876,120,0,235,40.642981565,"M","PL 2211001",-74.075805565,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE HISPANIC","M",963213,173538,2017,6
"1099",1099,"25-44","S","2017-06-03",165443550,122,0,235,40.546810984,"M","PL 2200300",-74.140888427,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",945095,138523,2017,6
"1100",1100,"25-44","S","2017-06-03",165442097,123,0,235,40.52491179,"M","PL 2200300",-74.200635415,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",928472,130577,2017,6
"1101",1101,"18-24","S","2017-06-02",165436871,123,0,235,40.512621173,"M","PL 2211001",-74.197059718,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",929456,126097,2017,6
"1102",1102,"18-24","S","2017-06-02",165438369,120,0,235,40.615491223,"M","PL 2211001",-74.08165623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",961580,163524,2017,6
"1103",1103,"25-44","S","2017-06-02",165425338,123,0,235,40.51913451,"M","PL 2200300",-74.197136465,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",929440,128470,2017,6
"1104",1104,"18-24","S","2017-06-02",165436872,123,0,235,40.512621173,"M","PL 2211001",-74.197059718,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE HISPANIC","M",929456,126097,2017,6
"1105",1105,"25-44","S","2017-06-02",165425337,123,0,235,40.518503321,"M","PL 2200300",-74.197066267,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",929459,128240,2017,6
"1106",1106,"18-24","S","2017-06-01",165400490,120,0,235,40.632036529,"M","PL 2214000",-74.122240202,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",950321,169565,2017,6
"1107",1107,"18-24","S","2017-06-01",165406647,120,0,235,40.612613627,"M","PL 2211001",-74.083122217,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE HISPANIC","M",961172,162476,2017,6
"1108",1108,"<18","S","2017-06-01",165405114,121,0,235,40.635653786,"M","PL 2211001",-74.143911542,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",944308,170892,2017,6
"1109",1109,"18-24","S","2017-06-01",165403608,121,0,235,40.635653786,"M","PL 2211001",-74.143911542,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",944308,170892,2017,6
"1110",1110,"45-64","S","2017-06-01",165406649,123,0,235,40.545413518,"M","PL 2200300",-74.209487178,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",926029,138052,2017,6
"1111",1111,"25-44","S","2017-06-01",165369946,120,0,117,40.61331601,"F","PL 2201602",-74.087211102,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE HISPANIC","M",960037,162733,2017,6
"1112",1112,"25-44","S","2017-06-01",165385300,120,0,117,40.640754918,"F","PL 2201601",-74.076747088,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",962951,172727,2017,6
"1113",1113,"25-44","S","2017-05-31",165369225,123,0,235,40.540732336,"M","PL 2200300",-74.175893617,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",935362,136326,2017,5
"1114",1114,"<18","S","2017-05-31",165350909,121,0,235,40.634360764,"M","PL 2213500",-74.141883919,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","BLACK","M",944870,170420,2017,5
"1115",1115,"25-44","S","2017-05-31",165354204,120,0,117,40.644720944,"F","PL 2202101",-74.07703272,"DANGEROUS DRUGS",500,"CONTROLLED SUBSTANCE,POSSESS 1","WHITE HISPANIC","M",962873,174172,2017,5
"1116",1116,"25-44","S","2017-05-29",165285048,120,0,235,40.641783726,"M","PL 2200300",-74.077472536,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",962750,173102,2017,5
"1117",1117,"<18","S","2017-05-28",165258864,123,0,235,40.546485715,"M","PL 2211002",-74.220303064,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",923024,138450,2017,5
"1118",1118,"25-44","S","2017-05-27",165242815,121,0,117,40.625021893,"F","PL 2200906",-74.161432339,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","BLACK","M",939438,167027,2017,5
"1119",1119,"25-44","S","2017-05-27",165240693,120,0,235,40.637755348,"M","PL 2200300",-74.076019417,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",963152,171634,2017,5
"1120",1120,"25-44","S","2017-05-27",165242816,121,0,117,40.625021893,"F","PL 2200906",-74.161432339,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","WHITE","M",939438,167027,2017,5
"1121",1121,"25-44","S","2017-05-27",165242817,121,0,117,40.625021893,"F","PL 2200906",-74.161432339,"DANGEROUS DRUGS",505,"CONTROLLED SUBSTANCE, POSSESSION 4","WHITE","M",939438,167027,2017,5
"1122",1122,"25-44","S","2017-05-26",165197279,120,0,117,40.607807921,"F","PL 2201601",-74.08252199,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",961337,160725,2017,5
"1123",1123,"45-64","S","2017-05-26",165197275,120,0,117,40.607807921,"F","PL 2201601",-74.08252199,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",961337,160725,2017,5
"1124",1124,"25-44","S","2017-05-26",165197277,120,0,117,40.607807921,"F","PL 2201601",-74.08252199,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",961337,160725,2017,5
"1125",1125,"45-64","S","2017-05-26",165205356,120,0,235,40.633369067,"M","PL 2205002",-74.087734502,"DANGEROUS DRUGS",508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","WHITE","M",959899,170039,2017,5
"1126",1126,"25-44","S","2017-05-26",165197278,120,0,117,40.607807921,"F","PL 2201601",-74.08252199,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",961337,160725,2017,5
"1127",1127,"25-44","S","2017-05-26",165218506,121,0,117,40.606518395,"F","PL 2200601",-74.169620418,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","F",937152,160290,2017,5
"1128",1128,"25-44","S","2017-05-26",165220088,123,0,235,40.549002675,"M","PL 2200300",-74.182791759,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",933451,139343,2017,5
"1129",1129,"45-64","S","2017-05-26",165197276,120,0,117,40.607807921,"F","PL 2201601",-74.08252199,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK","M",961337,160725,2017,5
"1130",1130,"25-44","S","2017-05-26",165218507,121,0,117,40.606518395,"F","PL 2200601",-74.169620418,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","BLACK","M",937152,160290,2017,5
"1131",1131,"25-44","S","2017-05-25",165183793,123,0,117,40.549100502,"F","PL 2201601",-74.22083704,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","BLACK HISPANIC","M",922878,139403,2017,5
"1132",1132,"18-24","S","2017-05-25",165183792,123,0,117,40.555236469,"F","PL 2201601",-74.215822811,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","F",924277,141635,2017,5
"1133",1133,"25-44","S","2017-05-25",165183791,123,0,117,40.555236469,"F","PL 2201601",-74.215822811,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",924277,141635,2017,5
"1134",1134,"18-24","S","2017-05-25",165183622,123,0,117,40.560979671,"F","PL 2201601",-74.195302111,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",929984,143714,2017,5
"1135",1135,"25-44","S","2017-05-25",165183794,123,0,235,40.512038254,"M","PL 2214000",-74.249754952,"DANGEROUS DRUGS",569,"MARIJUANA, SALE 4 & 5","WHITE HISPANIC","M",914803,125922,2017,5
"1136",1136,"45-64","S","2017-05-25",165148961,121,0,117,40.623441179,"F","PL 2204301",-74.144724551,"DANGEROUS DRUGS",512,"CONTROLLED SUBSTANCE,SALE 1","WHITE","M",944075,166443,2017,5
"1137",1137,"25-44","S","2017-05-24",165096718,121,0,235,40.62436317,"M","PL 2200300",-74.157453727,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",940542,166785,2017,5
"1138",1138,"25-44","S","2017-05-24",165135723,123,0,235,40.527076615,"M","PL 2200300",-74.166864858,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",937862,131346,2017,5
"1139",1139,"25-44","S","2017-05-24",165139223,121,0,235,40.605297007,"M","PL 2200300",-74.1658251,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",938205,159843,2017,5
"1140",1140,"18-24","S","2017-05-24",165139225,121,0,117,40.637283159,"F","PL 2201601",-74.13099806,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE HISPANIC","M",947893,171480,2017,5
"1141",1141,"25-44","S","2017-05-24",165135721,123,0,235,40.527076615,"M","PL 2200300",-74.166864858,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","F",937862,131346,2017,5
"1142",1142,"25-44","S","2017-05-24",165130362,122,0,117,40.592794957,"F","PL 2201601",-74.068320421,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",965276,155252,2017,5
"1143",1143,"25-44","S","2017-05-23",165094873,120,0,235,40.641853804,"M","PL 2200300",-74.083241519,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",961149,173129,2017,5
"1144",1144,"18-24","S","2017-05-23",165051942,121,0,235,40.619877835,"M","PL 2211001",-74.153646502,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","F",941596,165149,2017,5
"1145",1145,"25-44","S","2017-05-23",165087764,122,0,235,40.597584897,"M","PL 2200300",-74.067875207,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",965401,156997,2017,5
"1146",1146,"25-44","S","2017-05-23",165092969,123,0,235,40.527371333,"M","PL 2200300",-74.200531286,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",928503,131473,2017,5
"1147",1147,"25-44","S","2017-05-23",165092971,123,0,235,40.507658931,"M","PL 2211001",-74.251615754,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",914281,124328,2017,5
"1148",1148,"18-24","S","2017-05-23",165051229,120,0,235,40.643288367,"M","PL 2211001",-74.084558546,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE HISPANIC","M",960784,173652,2017,5
"1149",1149,"25-44","S","2017-05-22",165049215,122,0,235,40.605748602,"M","PL 2211001",-74.083520623,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","WHITE","M",961059,159975,2017,5
"1150",1150,"18-24","S","2017-05-22",165046592,123,0,117,40.5149214,"F","PL 2200601",-74.245439155,"DANGEROUS DRUGS",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5","WHITE","M",916006,126969,2017,5
"1151",1151,"25-44","S","2017-05-21",164995042,123,0,235,40.555674487,"M","PL 2200300",-74.213503082,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",924922,141793,2017,5
"1152",1152,"25-44","S","2017-05-21",165010718,121,3,117,40.623226819,"F","PL 2200602",-74.149226973,"DANGEROUS DRUGS",507,"CONTROLLED SUBSTANCE, POSSESSION 5","WHITE","M",942825,166367,2017,5
"1153",1153,"25-44","S","2017-05-21",165000406,120,0,235,40.636282304,"M","PL 2211001",-74.086394409,"DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","BLACK","M",960272,171100,2017,5
"1154",1154,"25-44","S","2017-05-20",164985272,123,0,117,40.511586338,"F","PL 2203901",-74.249303727,"DANGEROUS DRUGS",515,"CONTROLLED SUBSTANCE,SALE 3","BLACK","M",914928,125757,2017,5
"1155",1155,"18-24","S","2017-05-20",164970829,121,0,235,40.625680322,"M","PL 2200300",-74.143018247,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","BLACK","M",944550,167258,2017,5
"1156",1156,"18-24","S","2017-05-20",164983960,123,0,678,40.522307665,"V","PL 2210500",-74.234977775,"MISCELLANEOUS PENAL LAW",566,"MARIJUANA, POSSESSION","WHITE","F",918922,129652,2017,5
"1157",1157,"25-44","S","2017-05-20",164986697,121,0,235,40.636046964,"M","PL 2200300",-74.131907192,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",947640,171030,2017,5
"1158",1158,"25-44","S","2017-05-19",164967539,123,0,235,40.502783638,"M","PL 2200300",-74.251831138,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",914216,122552,2017,5
"1159",1159,"25-44","S","2017-05-19",164966506,120,0,235,40.636818967,"M","PL 2200300",-74.118653127,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",951319,171306,2017,5
"1160",1160,"25-44","S","2017-05-19",164942269,122,0,235,40.572681209,"M","PL 2200300",-74.107542471,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",954374,147935,2017,5
"1161",1161,"25-44","S","2017-05-19",164966507,123,0,235,40.51852625,"M","PL 2200300",-74.199681115,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE HISPANIC","M",928732,128250,2017,5
"1162",1162,"25-44","S","2017-05-19",164970356,123,0,117,40.538353553,"F","PL 2201601",-74.215574009,"DANGEROUS DRUGS",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3","WHITE","M",924331,135484,2017,5
"1163",1163,"18-24","S","2017-05-19",164966508,123,0,235,40.51852625,"M","PL 2200300",-74.199681115,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",928732,128250,2017,5
"1164",1164,"25-44","S","2017-05-18",164901459,120,0,235,40.628372426,"M","PL 2200300",-74.122056963,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSION 7","WHITE","M",950370,168230,2017,5
